path	layer	authority_status	domain_guess	size_bytes	first_heading
overlays/MERCHANT-CARRIER-REGISTER-2026-08-29-V1.tsv	late-2026-08-29-overlay	CURRENT-OVERLAY	marine	1297	
overlays/NAVAL-COMMERCIAL-INTEGRATION-OVERLAY-V1.md	late-2026-08-29-overlay	CURRENT-OVERLAY	marine	1419	Naval / Commercial Integration Overlay V1 — 2026-08-29
reference/ASAI-AIRCRAFT-DESIGNATION-POLICY-V48-SOURCE.md	reference	REFERENCE	aviation	3482	航空機・発動機の名称規則——史実相当名称を優先する
reference/asai-works-seaplane-flyingboat-rebaseline-1940-44.md	reference	REFERENCE	marine	7269	水上機・飛行艇の再基底化 1940–44（v24正本）
working/03-CARRIER-WORKING-CALCULATIONS.md	current-working	WORKING	marine;computation	4913	Carrier GT working calculations — NOT adoption canon
working/07-asai-works-computation-commercial-diffusion-provisional.md	current-working	WORKING	computation	5779	浅井計算部門の商用化・軍需拡散（仮置き）
working/19-CARRIER-BOOST-COMPARISON-V1.csv	current-working	WORKING	marine;turbo-boost	5815	
working/20-CARRIER-DECISION-PASS1.md	current-working	WORKING	marine	6448	Carrier propulsion decision pass 1 — 2026-08-27
working/MARINE-SURFACE-WORKING-NOTES.md	current-working	WORKING	marine	15827	水上艦船型・大型舶用再基底化 1934–41 — 13号ディーゼル／GT増速・予備動力
working/NAVAL-COMPUTATION-WORKING-NOTES.md	current-working	WORKING	marine;computation	5928	海軍・造船への計算設備導入前史（仮置き）
working/PROPULSION-WORKING-NOTES.md	current-working	WORKING	cross-domain	8048	プロペラ制御——定速・フェザリング・負トルク
working/asai-works-gt-carrier-conversion.md	current-working	WORKING	marine;gas-turbine	7711	空母化の枠の再考——GT増速と合成風力
working/asai-works-gt-carrier-physics.md	current-working	WORKING	marine;gas-turbine	8166	艦上タービンの物理——発艦風・三乗則・増速重量の背骨
working/asai-works-gt-carrier-range.md	current-working	WORKING	marine;gas-turbine	7474	GT増速の適用範囲——でっちあげ・使いにくい空母・正規空母
working/asai-works-gt-carrier-taiyo.md	current-working	WORKING	marine;gas-turbine	16683	大鷹級タービン増速空母——具体設計と運用（蒸気巡航＋GT増速の一隻）
working/asai-works-surface-ship-large-marine-rebaseline-1934-41.md	current-working	WORKING	marine	15827	水上艦船型・大型舶用再基底化 1934–41 — 13号ディーゼル／GT増速・予備動力
